legal_name,lei,uid_ch,domicile_country,hq_city,hq_region,geneva_link,source_key,retrieved_at
The Swatch Group AG,529900NTES2LEON1JZ55,CHE101374515,CH,Neuchâtel,CH-NE,none,gleif,2026-07-19T02:41:12Z
"The Yokohama Rubber Co., Ltd.",,,,,,,index_universe,2026-07-07T20:39:39Z
Thermo Fisher Scientific,,,,,,,index_universe,2026-07-07T20:39:30Z
Thomson Reuters Corporation,,,,,,,index_universe,2026-07-07T20:39:33Z
Thurgauer Kantonalbank,529900F00S0DTFX1D404,CHE-108.954.458,CH,Weinfelden,CH-TG,none,gleif,2026-07-19T02:41:21Z
Tingyi,,,,,,,index_universe,2026-07-07T20:39:40Z
"Tobu Railway Co., Ltd.",,,,,,,index_universe,2026-07-07T20:39:39Z
"Toho Co., Ltd.",,,,,,,index_universe,2026-07-07T20:39:39Z
"Tokai Carbon Co., Ltd.",,,,,,,index_universe,2026-07-07T20:39:39Z
"Tokio Marine Holdings, Inc.",,,,,,,index_universe,2026-07-07T20:39:39Z
Tokuyama Corporation,,,,,,,index_universe,2026-07-07T20:39:39Z
"Tokyo Electric Power Company Holdings, Incorporated",,,,,,,index_universe,2026-07-07T20:39:39Z
"Tokyo Gas Co., Ltd.",,,,,,,index_universe,2026-07-07T20:39:39Z
"Tokyo Tatemono Co., Ltd.",,,,,,,index_universe,2026-07-07T20:39:39Z
Tokyu Corp.,,,,,,,index_universe,2026-07-07T20:39:39Z
Tokyu Land Corp.,,,,,,,index_universe,2026-07-07T20:39:39Z
"Toppan Printing Co., Ltd.",,,,,,,index_universe,2026-07-07T20:39:39Z
"Toray Industries, Inc.",,,,,,,index_universe,2026-07-07T20:39:39Z
Toronto-Dominion Bank,,,,,,,index_universe,2026-07-07T20:39:33Z
Tosoh Corp.,,,,,,,index_universe,2026-07-07T20:39:39Z
TotalEnergies,,,France,,,,index_universe,2026-07-07T20:39:38Z
Toto Ltd.,,,,,,,index_universe,2026-07-07T20:39:39Z
Tourmaline Oil Corp.,,,,,,,index_universe,2026-07-07T20:39:33Z
Toyota Motor Corp.,,,,,,,index_universe,2026-07-07T20:39:39Z
Toyota Tsusho Corp.,,,,,,,index_universe,2026-07-07T20:39:39Z
Tractor Supply,,,,,,,index_universe,2026-07-07T20:39:30Z
Trade Desk (The),,,,,,,index_universe,2026-07-07T20:39:30Z
Trane Technologies,,,,,,,index_universe,2026-07-07T20:39:30Z
TransDigm Group,,,,,,,index_universe,2026-07-07T20:39:30Z
Transurban,,,,,,,index_universe,2026-07-07T20:39:42Z
Travelers Companies (The),,,,,,,index_universe,2026-07-07T20:39:30Z
Trend Micro Inc.,,,,,,,index_universe,2026-07-07T20:39:39Z
Trimble Inc.,,,,,,,index_universe,2026-07-07T20:39:30Z
Trip.com Group,,,,,,,index_universe,2026-07-07T20:39:40Z
Tritax Big Box REIT,,,,,,,index_universe,2026-07-07T20:39:37Z
Truist Financial,,,,,,,index_universe,2026-07-07T20:39:30Z
Tyler Technologies,,,,,,,index_universe,2026-07-07T20:39:30Z
Tyson Foods,,,,,,,index_universe,2026-07-07T20:39:30Z
U.S. Bancorp,,,,,,,index_universe,2026-07-07T20:39:30Z
UBS Group AG,549300SZJ9VS8SGXAN81,CHE-395.345.924,CH,Zurich,CH-ZH,none,gleif,2026-07-19T02:41:23Z
"UDR, Inc.",,,,,,,index_universe,2026-07-07T20:39:30Z
"Ube Industries, Ltd.",,,,,,,index_universe,2026-07-07T20:39:39Z
Uber,,,US,,,,index_universe,2026-07-07T20:39:30Z
Ulta Beauty,,,,,,,index_universe,2026-07-07T20:39:30Z
UniCredit,,,Italy,,,,index_universe,2026-07-07T20:39:38Z
Unibail-Rodamco-Westfield,,,,,,,index_universe,2026-07-07T20:39:36Z
Unilever,,,,,,,index_universe,2026-07-07T20:39:37Z
Union Pacific Corporation,,,,,,,index_universe,2026-07-07T20:39:30Z
United Airlines Holdings,,,,,,,index_universe,2026-07-07T20:39:30Z
United Parcel Service,,,US,,,,index_universe,2026-07-07T20:39:30Z
United Rentals,,,,,,,index_universe,2026-07-07T20:39:30Z
United Utilities,,,,,,,index_universe,2026-07-07T20:39:37Z
UnitedHealth Group,,,,,,,index_universe,2026-07-07T20:39:30Z
Universal Health Services,,,US,,,,index_universe,2026-07-07T20:39:30Z
V-ZUG Holding AG,529900QJR10EHM4DCL65,CHE352183990,CH,Zug,CH-ZG,none,gleif,2026-07-19T02:41:27Z
VAT Group AG,529900MVFK7NVALR7Y83,CHE202223983,CH,Haag (Rheintal),CH-SG,none,gleif,2026-07-19T02:41:23Z
VAUDOISE ASSURANCES HOLDING SA,506700F7C0WFE08FR858,CHE101675359,CH,Lausanne,CH-VD,none,gleif,2026-07-19T02:41:14Z
VP BANK AG,MI3TLH1I0D58ORE24Q14,FL-0001.007.080-0,LI,VADUZ,LI-11,none,gleif,2026-07-19T02:41:32Z
VZ Holding AG,529900JMJUZCFUVQ0Q82,CHE102060456,CH,Zug,CH-ZG,none,gleif,2026-07-19T02:41:27Z
Valartis Group AG,50670085K974R32G1406,CHE101833144,CH,Fribourg,CH-FR,none,gleif,2026-07-19T02:41:24Z
Valero Energy,,,,,,,index_universe,2026-07-07T20:39:30Z
Valiant Holding AG,529900R30EKFHO09CN42,CHE-106.834.240,CH,Luzern,CH-LU,none,gleif,2026-07-19T02:41:13Z
Vanguard Australian Shares,,,,,,,index_universe,2026-07-07T20:39:42Z
Varia US Properties AG,529900S3JDM7SWNEWW59,CHE-320.748.468,CH,Zug,CH-ZG,none,gleif,2026-07-19T02:41:23Z
Veeva Systems,,,,,,,index_universe,2026-07-07T20:39:30Z
Ventas,,,,,,,index_universe,2026-07-07T20:39:30Z
Veolia,,,FR,,,,index_universe,2026-07-07T20:39:36Z
Veralto,,,,,,,index_universe,2026-07-07T20:39:30Z
Verisign,,,,,,,index_universe,2026-07-07T20:39:30Z
Verisk Analytics,,,,,,,index_universe,2026-07-07T20:39:30Z
Verizon,,,,,,,index_universe,2026-07-07T20:39:30Z
Vertex Pharmaceuticals,,,,,,,index_universe,2026-07-07T20:39:30Z
Vertiv,,,,,,,index_universe,2026-07-07T20:39:30Z
Vetropack Holding AG,894500HGD08C8B6GS128,CHE100369552,CH,Bülach,CH-ZH,none,gleif,2026-07-19T02:41:27Z
Viatris,,,,,,,index_universe,2026-07-07T20:39:30Z
Vici Properties,,,,,,,index_universe,2026-07-07T20:39:30Z
Vinci,,,,,,,index_universe,2026-07-07T20:39:36Z
Vinci SA,,,France,,,,index_universe,2026-07-07T20:39:38Z
Visa Inc.,,,,,,,index_universe,2026-07-07T20:39:30Z
Vistra Corp.,,,US,,,,index_universe,2026-07-07T20:39:30Z
Vodafone Group,,,,,,,index_universe,2026-07-07T20:39:37Z
Volkswagen Group,,,Germany,,,,index_universe,2026-07-07T20:39:38Z
Vonovia,,,,,,,index_universe,2026-07-07T20:39:34Z
Vontobel Holding AG,529900G69W5VR3DDPW23,CHE-107.908.496,CH,Zürich,CH-ZH,none,gleif,2026-07-19T02:41:12Z
Vulcan Materials Company,,,,,,,index_universe,2026-07-07T20:39:30Z
W. R. Berkley Corporation,,,,,,,index_universe,2026-07-07T20:39:30Z
W. W. Grainger,,,,,,,index_universe,2026-07-07T20:39:30Z
WEC Energy Group,,,,,,,index_universe,2026-07-07T20:39:30Z
WH Group,,,,,,,index_universe,2026-07-07T20:39:40Z
WISeKey International Holding AG,529900Y5PNKBOZG3YE28,CHE-143.782.707,CH,Zug,CH-ZG,none,gleif,2026-07-19T02:41:31Z
WSP Global Inc.,,,,,,,index_universe,2026-07-07T20:39:33Z
Wabtec,,,,,,,index_universe,2026-07-07T20:39:30Z
Walmart,,,,,,,index_universe,2026-07-07T20:39:30Z
Walt Disney Company (The),,,,,,,index_universe,2026-07-07T20:39:30Z
Warner Bros. Discovery,,,,,,,index_universe,2026-07-07T20:39:30Z
Warteck Invest AG,50670096DRU8U0S8H007,CHE106403101,CH,Basel,CH-BS,none,gleif,2026-07-19T02:41:06Z
Waste Connections Inc.,,,,,,,index_universe,2026-07-07T20:39:33Z
Waste Management,,,,,,,index_universe,2026-07-07T20:39:30Z
Waters Corporation,,,,,,,index_universe,2026-07-07T20:39:30Z
Weir Group,,,,,,,index_universe,2026-07-07T20:39:37Z
Wells Fargo,,,,,,,index_universe,2026-07-07T20:39:30Z
Welltower,,,,,,,index_universe,2026-07-07T20:39:30Z
Wesfarmers,,,,,,,index_universe,2026-07-07T20:39:42Z
West Japan Railway Company,,,,,,,index_universe,2026-07-07T20:39:39Z
West Pharmaceutical Services,,,,,,,index_universe,2026-07-07T20:39:30Z
Western Digital,,,,,,,index_universe,2026-07-07T20:39:30Z
Westpac,,,,,,,index_universe,2026-07-07T20:39:42Z
Weyerhaeuser,,,,,,,index_universe,2026-07-07T20:39:30Z
Wharf Real Estate Investment Company Limited,,,,,,,index_universe,2026-07-07T20:39:40Z
Wheaton Precious Metals Corp.,,,,,,,index_universe,2026-07-07T20:39:33Z
Whitbread,,,,,,,index_universe,2026-07-07T20:39:37Z
Williams Companies,,,,,,,index_universe,2026-07-07T20:39:30Z
"Williams-Sonoma, Inc.",,,,,,,index_universe,2026-07-07T20:39:30Z
Willis Towers Watson,,,,,,,index_universe,2026-07-07T20:39:30Z
Wolters Kluwer,,,Netherlands,,,,index_universe,2026-07-07T20:39:38Z
Woodside Energy,,,,,,,index_universe,2026-07-07T20:39:42Z
Woolworths,,,,,,,index_universe,2026-07-07T20:39:42Z
"Workday, Inc.",,,,,,,index_universe,2026-07-07T20:39:30Z
WuXi AppTec,,,,,,,index_universe,2026-07-07T20:39:40Z
WuXi Biologics,,,,,,,index_universe,2026-07-07T20:39:40Z
Wynn Resorts,,,,,,,index_universe,2026-07-07T20:39:30Z
Xcel Energy,,,,,,,index_universe,2026-07-07T20:39:30Z
Xero,,,,,,,index_universe,2026-07-07T20:39:42Z
Xiaomi,,,,,,,index_universe,2026-07-07T20:39:40Z
Xinyi Glass,,,,,,,index_universe,2026-07-07T20:39:40Z
Xinyi Solar,,,,,,,index_universe,2026-07-07T20:39:40Z
Xlife Sciences AG,984500AH590BE88BB517,CHE-330.279.788,CH,Zürich,CH-ZH,none,gleif,2026-07-19T02:41:25Z
Xylem Inc.,,,,,,,index_universe,2026-07-07T20:39:30Z
Yamaha Corporation,,,,,,,index_universe,2026-07-07T20:39:39Z
"Yamaha Motor Company, Ltd.",,,,,,,index_universe,2026-07-07T20:39:39Z
"Yamato Holdings Co., Ltd.",,,,,,,index_universe,2026-07-07T20:39:39Z
"Yaskawa Electric Corporation, Limited",,,,,,,index_universe,2026-07-07T20:39:39Z
Yokogawa Electric Corp.,,,,,,,index_universe,2026-07-07T20:39:39Z
Yokohama Financial Group,,,,,,,index_universe,2026-07-07T20:39:39Z
Ypsomed Holding AG,391200QLIOTTBNPNSI14,CHE110368235,CH,Burgdorf,CH-BE,none,gleif,2026-07-19T02:41:14Z
Yum! Brands,,,,,,,index_universe,2026-07-07T20:39:30Z
"ZIMMER BIOMET HOLDINGS, INC.",2P2YLDVPES3BXQ1FRB91,3343799,US,Warsaw,US-IN,none,gleif,2026-07-19T02:41:34Z
"ZOZO Co., Ltd",,,,,,,index_universe,2026-07-07T20:39:39Z
ZTO Express,,,,,,,index_universe,2026-07-07T20:39:40Z
Zalando,,,,,,,index_universe,2026-07-07T20:39:34Z
Zebra Technologies,,,,,,,index_universe,2026-07-07T20:39:30Z
Zehnder Group AG,8945000LUWFSSFRPU761,CHE100707011,CH,Gränichen,CH-AG,none,gleif,2026-07-19T02:41:23Z
Zhongsheng Group,,,,,,,index_universe,2026-07-07T20:39:40Z
Zijin Mining,,,,,,,index_universe,2026-07-07T20:39:40Z
Zimmer Biomet,,,,,,,index_universe,2026-07-07T20:39:30Z
Zoetis,,,,,,,index_universe,2026-07-07T20:39:30Z
Zug Estates Holding AG,506700683S928H292L02,CHE302337802,CH,Zug,CH-ZG,none,gleif,2026-07-19T02:41:20Z
Zuger Kantonalbank,529900PVNQ0FQUKJQ049,CHE105744410,CH,Zug,CH-ZG,none,gleif,2026-07-19T02:41:27Z
Zurich Insurance Group AG,529900QVNRBND50TXP03,CHE101236480,CH,Zürich,CH-ZH,none,gleif,2026-07-19T02:41:09Z
Züblin Immobilien Holding AG,5067003F58PWF33I8580,CHE102646768,CH,Zürich,CH-ZH,none,gleif,2026-07-19T02:41:23Z
dormakaba Holding AG,529900QMU5ZH99KMQK13,CHE-107.791.082,CH,Rümlang,CH-ZH,none,gleif,2026-07-19T02:41:32Z
eBay Inc.,,,,,,,index_universe,2026-07-07T20:39:30Z
medmix Group AG,529900PL4KLKJVMULW74,CHE179960685,CH,Baar,CH-ZG,none,gleif,2026-07-19T02:41:28Z
mobilezone holding ag,506700P3R89PJL1LM545,CHE101782529,CH,Rotkreuz,CH-ZG,none,gleif,2026-07-19T02:41:23Z
naturenergie holding AG,529900B5RUD2Z4UYFD31,CHE-105.949.219,CH,Laufenburg,CH-AG,none,gleif,2026-07-19T02:41:17Z
nebag ag,967600KUYAC4AZRWLB18,CHE103510858,CH,Zürich,CH-ZH,none,gleif,2026-07-19T02:41:06Z
